engine_id,cycle,setting1,setting2,setting3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,anomaly,decision,risk,max_cycle,RUL,ae_anomaly,true_label
1,23,0.0034,-0.0003,100.0,518.67,0.2801204819276961,0.373882712012211,0.21100607697501772,14.62,21.61,0.6650563607085331,2388.05,9046.28,1.3,0.23809523809523725,521.52,2388.05,8127.9,8.424,0.03,392,2388,100.0,38.94,23.4562,0,🔥 High Temperature - Reduce Load,Medium Risk,192,169,False,0
1,24,-0.001,0.0003,100.0,518.67,0.3524096385542066,0.43143666884674303,0.2795408507765025,14.62,21.61,0.5861513687600706,2388.12,9043.76,1.3,0.3511904761904745,522.13,2388.03,8133.88,8.3891,0.03,392,2388,100.0,39.0,23.3696,0,🔥 High Temperature - Reduce Load,Medium Risk,192,168,False,0
1,25,0.0023,-0.0004,100.0,518.67,0.46987951807227546,0.5027250926531508,0.28933153274814316,14.62,21.61,0.6682769726247955,2388.02,9054.16,1.3,0.3035714285714306,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,0,🔥 High Temperature - Reduce Load,Medium Risk,192,167,False,0
1,26,0.0,0.0002,100.0,518.67,0.286144578313241,0.393285371702639,0.23328831870357902,14.62,21.61,0.6859903381642596,2388.07,9047.11,1.3,0.24404761904761685,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,0,🔥 High Temperature - Reduce Load,Medium Risk,192,166,False,0
1,27,-0.0012,-0.0004,100.0,518.67,0.37048192771086974,0.42358840200567016,0.3306887238352445,14.62,21.61,0.6795491143317349,2388.02,9047.96,1.3,0.3095238095238102,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,0,🔥 High Temperature - Reduce Load,Medium Risk,192,165,False,0
1,28,-0.0024,0.0005,100.0,518.67,0.34337349397591765,0.2572487464573783,0.2849426063470659,14.62,21.61,0.7777777777777715,2388.12,9049.84,1.3,0.33333333333333215,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,0,🔥 High Temperature - Reduce Load,Medium Risk,192,164,False,0
1,29,0.0012,-0.0001,100.0,518.67,0.2108433734939581,0.30063222149553326,0.31634031060094614,14.62,21.61,0.7085346215780959,2388.05,9050.47,1.3,0.23214285714285765,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,0,🔥 High Temperature - Reduce Load,Medium Risk,192,163,False,0
1,30,-0.0022,0.0,100.0,518.67,0.29819277108435926,0.49008066274253537,0.2334571235651559,14.62,21.61,0.7278582930756841,2388.07,9045.62,1.3,0.32738095238095255,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,0,🔥 High Temperature - Reduce Load,Medium Risk,192,162,False,0
1,31,0.0014,0.0005,100.0,518.67,0.2439759036144551,0.2864617396991562,0.24729912221472006,14.62,21.61,0.6892109500805219,2388.08,9058.78,1.3,0.33333333333333215,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,0,🔥 High Temperature - Reduce Load,Medium Risk,192,161,False,0
1,32,0.0005,-0.0003,100.0,518.67,0.33734939759037275,0.44342707652060653,0.30570560432140326,14.62,21.61,0.8228663446054867,2388.04,9050.97,1.3,0.23809523809523725,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,0,🔥 High Temperature - Reduce Load,Medium Risk,192,160,False,0
1,33,-0.0042,-0.0004,100.0,518.67,0.45180722891566916,0.37846086766950293,0.3406482106684692,14.62,21.61,0.7665056360708604,2388.04,9047.13,1.3,0.25595238095238315,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,0,🔥 High Temperature - Reduce Load,Medium Risk,192,159,False,0
1,34,0.0015,-0.0001,100.0,518.67,0.40060240963853744,0.2273817309788555,0.307731262660365,14.62,21.61,0.7165861513687588,2388.03,9046.46,1.3,0.3690476190476204,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,0,🔥 High Temperature - Reduce Load,Medium Risk,192,158,False,0
1,35,0.0003,0.0002,100.0,518.67,0.37048192771086974,0.413342053629826,0.3502700877785294,14.62,21.61,0.7165861513687588,2388.04,9045.76,1.3,0.2738095238095255,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,0,🔥 High Temperature - Reduce Load,Medium Risk,192,157,False,0
1,36,-0.0004,-0.0002,100.0,518.67,0.40060240963853744,0.2328319162851571,0.39314652261985117,14.62,21.61,0.7536231884057969,2388.01,9044.56,1.3,0.23809523809523725,522.32,2388.04,8132.48,8.4246,0.03,392,2388,100.0,38.86,23.4308,0,🔥 High Temperature - Reduce Load,Medium Risk,192,156,False,0
1,37,-0.0004,-0.0,100.0,518.67,0.23493975903613773,0.175931981687377,0.2810600945307229,14.62,21.61,0.7697262479871227,2388.07,9055.44,1.3,0.26190476190476275,522.29,2388.04,8131.95,8.4142,0.03,392,2388,100.0,38.99,23.4352,0,🔥 High Temperature - Reduce Load,Medium Risk,192,155,False,0
1,38,-0.0018,-0.0002,100.0,518.67,0.216867469879503,0.40462175713974347,0.29118838622552445,14.62,21.61,0.780998389694048,2388.08,9055.27,1.3,0.25000000000000355,522.42,2388.08,8136.61,8.4158,0.03,392,2388,100.0,39.06,23.4768,0,🔥 High Temperature - Reduce Load,Medium Risk,192,154,False,0
1,39,-0.003,-0.0001,100.0,518.67,0.24096385542168264,0.2653150207107089,0.31127616475354714,14.62,21.61,0.6634460547504091,2388.02,9051.76,1.3,0.1607142857142847,522.23,2388.05,8131.81,8.414,0.03,392,2388,100.0,38.7,23.3699,0,🔥 High Temperature - Reduce Load,Medium Risk,192,153,False,0
1,40,-0.0,-0.0004,100.0,518.67,0.31024096385542066,0.24068018312622996,0.32950708980418497,14.62,21.61,0.7600644122383358,2388.06,9052.98,1.3,0.2857142857142847,521.84,2388.01,8131.03,8.3784,0.03,392,2388,100.0,38.84,23.3769,0,🔥 High Temperature - Reduce Load,Medium Risk,192,152,False,0
1,41,0.0033,0.0004,100.0,518.67,0.3584337349397515,0.4419010246348378,0.353814989871708,14.62,21.61,0.6231884057971087,2388.06,9048.99,1.3,0.1428571428571459,522.07,2388.03,8138.08,8.437,0.03,392,2388,100.0,39.13,23.4444,0,🔥 High Temperature - Reduce Load,Medium Risk,192,151,False,0
1,42,0.0005,-0.0004,100.0,518.67,0.27409638554217963,0.296926095487251,0.3229237002025691,14.62,21.61,0.6586151368760227,2388.08,9057.06,1.3,0.38095238095238315,522.23,2388.05,8130.88,8.4137,0.03,392,2388,100.0,39.0,23.375,0,🔥 High Temperature - Reduce Load,Medium Risk,192,150,False,0
1,43,-0.0027,0.0005,100.0,518.67,0.31024096385542066,0.44647918029212974,0.4017555705604323,14.62,21.61,0.6167471819645698,2388.03,9057.88,1.3,0.2797619047619051,522.74,2388.09,8127.22,8.4068,0.03,392,2388,100.0,38.99,23.3148,0,🔥 High Temperature - Reduce Load,Medium Risk,192,149,False,0
1,44,-0.0001,0.0002,100.0,518.67,0.216867469879503,0.34663178548071016,0.31988521269412473,14.62,21.61,0.69243156199677,2388.04,9046.87,1.3,0.3571428571428612,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,0,🔥 High Temperature - Reduce Load,Medium Risk,192,148,False,0
1,45,-0.0013,-0.0,100.0,518.67,0.397590361445765,0.24809243514280155,0.2854490209318037,14.62,21.61,0.6409017713365586,2388.08,9060.32,1.3,0.3571428571428612,521.73,2388.05,8128.31,8.4099,0.03,393,2388,100.0,38.79,23.3943,0,🔥 High Temperature - Reduce Load,Medium Risk,192,147,False,0
1,46,0.0003,0.0001,100.0,518.67,0.36746987951806886,0.37606278613473165,0.32106684672518426,14.62,21.61,0.6296296296296333,2388.06,9060.38,1.3,0.2083333333333357,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,0,🔥 High Temperature - Reduce Load,Medium Risk,192,146,False,0
1,47,0.0,0.0005,100.0,518.67,0.3012048192771033,0.20231087856987529,0.3484132343011481,14.62,21.61,0.7294685990338223,2388.06,9052.04,1.3,0.2202380952380949,521.84,2388.05,8126.21,8.3973,0.03,392,2388,100.0,38.99,23.4873,0,🔥 High Temperature - Reduce Load,Medium Risk,192,145,False,0
1,48,0.0019,0.0001,100.0,518.67,0.2048192771084132,0.3808589492042742,0.2854490209318037,14.62,21.61,0.6714975845410578,2388.08,9045.26,1.3,0.32738095238095255,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,0,🔥 High Temperature - Reduce Load,Medium Risk,192,144,False,0
1,49,-0.0014,0.0005,100.0,518.67,0.3072289156626482,0.29016786570743847,0.2618163403106024,14.62,21.61,0.7053140096618336,2388.07,9050.64,1.3,0.2202380952380949,521.37,2388.04,8135.48,8.4151,0.03,392,2388,100.0,39.06,23.4498,0,🔥 High Temperature - Reduce Load,Medium Risk,192,143,False,0
1,50,-0.0032,-0.0001,100.0,518.67,0.46987951807227546,0.3804229343797729,0.3607359891964883,14.62,21.61,0.6553945249597319,2388.06,9048.6,1.3,0.3690476190476204,522.33,2388.09,8127.3,8.4116,0.03,392,2388,100.0,38.85,23.4106,0,🔥 High Temperature - Reduce Load,Medium Risk,192,142,False,0
1,51,-0.001,0.0003,100.0,518.67,0.4819277108433653,0.31611074776542836,0.3067184334908859,14.62,21.61,0.6247987117552327,2388.02,9047.09,1.3,0.1607142857142847,521.91,2388.05,8134.36,8.4504,0.03,393,2388,100.0,38.94,23.3651,0,🔥 High Temperature - Reduce Load,Medium Risk,192,141,False,0
1,52,0.0018,-0.0001,100.0,518.67,0.466867469879503,0.27752343579682304,0.22484807562457831,14.62,21.61,0.5136876006441184,2388.04,9056.01,1.3,0.13095238095238315,522.1,2388.07,8132.82,8.4539,0.03,391,2388,100.0,39.0,23.3388,0,🔥 High Temperature - Reduce Load,Medium Risk,192,140,False,0
1,53,0.0021,-0.0001,100.0,518.67,0.4216867469879446,0.1914105079572721,0.33777852802160524,14.62,21.61,0.6940418679549083,2388.05,9051.15,1.3,0.26190476190476275,521.96,2388.06,8134.38,8.4418,0.03,392,2388,100.0,38.9,23.3775,0,🔥 High Temperature - Reduce Load,Medium Risk,192,139,False,0
1,54,-0.0002,0.0005,100.0,518.67,0.3644578313252964,0.4698059734030977,0.31988521269412473,14.62,21.61,0.6602254428341467,2388.04,9056.29,1.3,0.31547619047619335,522.44,2388.06,8129.95,8.4189,0.03,392,2388,100.0,38.96,23.2348,0,🔥 High Temperature - Reduce Load,Medium Risk,192,138,False,0
1,55,0.0009,-0.0,100.0,518.67,0.36144578313252396,0.3032483104425623,0.3262997974341637,14.62,21.61,0.7407407407407476,2388.04,9048.94,1.3,0.32738095238095255,522.11,2388.02,8134.1,8.4071,0.03,392,2388,100.0,39.06,23.3567,0,🔥 High Temperature - Reduce Load,Medium Risk,192,137,False,0
1,56,0.0007,-0.0002,100.0,518.67,0.3855421686747036,0.3333333333333357,0.3124577987846031,14.62,21.61,0.6650563607085331,2388.01,9042.42,1.3,0.24404761904761685,522.48,2388.04,8135.4,8.4022,0.03,391,2388,100.0,38.68,23.3408,0,🔥 High Temperature - Reduce Load,Medium Risk,192,136,False,0
1,57,-0.0033,0.0,100.0,518.67,0.27710843373492366,0.2753433616743024,0.34672518568534727,14.62,21.61,0.5748792270531311,2388.05,9050.8,1.3,0.26190476190476275,521.62,2388.08,8135.48,8.4263,0.03,392,2388,100.0,38.84,23.3567,0,🔥 High Temperature - Reduce Load,Medium Risk,192,135,False,0
1,58,-0.0014,0.0001,100.0,518.67,0.20783132530118564,0.4233703945934195,0.2656988521269419,14.62,21.61,0.690821256038646,2388.09,9050.33,1.3,0.24404761904761685,522.21,2388.04,8132.08,8.4319,0.03,390,2388,100.0,38.93,23.2893,0,🔥 High Temperature - Reduce Load,Medium Risk,192,134,False,0
1,59,-0.0006,0.0002,100.0,518.67,0.33734939759037275,0.5598430346631815,0.358879135719107,14.62,21.61,0.7681159420289845,2388.07,9050.06,1.3,0.24404761904761685,521.32,2388.02,8128.81,8.4476,0.03,392,2388,100.0,38.92,23.4444,0,🔥 High Temperature - Reduce Load,Medium Risk,192,133,False,0
1,60,-0.001,-0.0002,100.0,518.67,0.3403614457831452,0.2552866797471154,0.3514517218095854,14.62,21.61,0.6682769726247955,2388.06,9051.69,1.3,0.33333333333333215,522.49,2388.03,8132.89,8.3878,0.03,393,2388,100.0,38.89,23.387,0,🔥 High Temperature - Reduce Load,Medium Risk,192,132,False,0
1,61,0.0004,0.0005,100.0,518.67,0.2680722891566347,0.2727272727272734,0.3928089128966903,14.62,21.61,0.6827697262479973,2388.11,9050.58,1.3,0.2738095238095255,522.34,2388.09,8131.66,8.4264,0.03,391,2388,100.0,38.89,23.3638,0,🔥 High Temperature - Reduce Load,Medium Risk,192,131,False,0
1,62,0.0004,0.0001,100.0,518.67,0.2891566265060135,0.22999781992587742,0.29186360567184266,14.62,21.61,0.7407407407407476,2388.1,9053.62,1.3,0.25595238095238315,522.19,2388.1,8132.28,8.4071,0.03,391,2388,100.0,39.03,23.2707,0,🔥 High Temperature - Reduce Load,Medium Risk,192,130,False,0
1,63,0.0015,0.0002,100.0,518.67,0.41867469879517216,0.45999563985176195,0.2216407832545606,14.62,21.61,0.5845410628019323,2388.06,9049.96,1.3,0.39285714285714235,521.56,2388.01,8130.73,8.4357,0.03,394,2388,100.0,38.77,23.3436,0,🔥 High Temperature - Reduce Load,Medium Risk,192,129,False,0
1,64,0.0017,0.0002,100.0,518.67,0.3072289156626482,0.29365598430347006,0.3014854827819029,14.62,21.61,0.6489533011272073,2388.1,9043.67,1.3,0.3571428571428612,521.82,2388.04,8128.15,8.4066,0.03,391,2388,100.0,38.93,23.384,0,🔥 High Temperature - Reduce Load,Medium Risk,192,128,False,0
1,65,-0.0,0.0005,100.0,518.67,0.32228915662648205,0.298234139960762,0.35432140445644933,14.62,21.61,0.6634460547504091,2388.03,9044.01,1.3,0.422619047619051,521.54,2388.13,8132.94,8.4406,0.03,392,2388,100.0,38.9,23.3752,0,🔥 High Temperature - Reduce Load,Medium Risk,192,127,False,0
1,66,-0.0007,-0.0004,100.0,518.67,0.38855421686747604,0.38064094179202357,0.2915259959486818,14.62,21.61,0.6682769726247955,2388.06,9059.45,1.3,0.17261904761904745,521.76,2388.05,8128.32,8.3911,0.03,391,2388,100.0,38.95,23.3152,0,🔥 High Temperature - Reduce Load,Medium Risk,192,126,False,0
1,67,0.0016,-0.0004,100.0,518.67,0.33734939759037275,0.41813821669936857,0.35060769750168674,14.62,21.61,0.7181964573268829,2388.1,9050.24,1.3,0.32142857142857295,522.64,2388.08,8134.07,8.3925,0.03,393,2388,100.0,38.97,23.291,0,🔥 High Temperature - Reduce Load,Medium Risk,192,125,False,0
1,68,-0.0018,0.0,100.0,518.67,0.3915662650602485,0.24024416830172157,0.37424037812289157,14.62,21.61,0.6747181964573201,2388.1,9051.78,1.3,0.3035714285714306,521.72,2388.07,8132.39,8.4242,0.03,392,2388,100.0,38.95,23.3174,0,🔥 High Temperature - Reduce Load,Medium Risk,192,124,False,0
1,69,-0.0022,0.0005,100.0,518.67,0.37048192771086974,0.42860257248747047,0.3205604321404465,14.62,21.61,0.7729468599033851,2388.07,9050.59,1.3,0.33333333333333215,522.22,2388.1,8129.13,8.4292,0.03,392,2388,100.0,39.0,23.3742,0,🔥 High Temperature - Reduce Load,Medium Risk,192,123,False,0
1,70,-0.0005,0.0002,100.0,518.67,0.30421686746987575,0.2829736211031175,0.34655638082376683,14.62,21.61,0.6698872785829337,2388.11,9053.43,1.3,0.33333333333333215,521.93,2388.12,8130.36,8.4279,0.03,392,2388,100.0,38.86,23.4513,0,🔥 High Temperature - Reduce Load,Medium Risk,192,122,False,0
1,71,0.0016,-0.0003,100.0,518.67,0.3012048192771033,0.20427294528014528,0.3517893315327463,14.62,21.61,0.6779388083735824,2388.03,9046.09,1.3,0.26785714285714235,521.72,2388.09,8134.28,8.423,0.03,391,2388,100.0,38.8,23.3881,0,🔥 High Temperature - Reduce Load,Medium Risk,192,121,False,0
1,72,-0.0017,0.0001,100.0,518.67,0.36144578313252396,0.17898408545890732,0.4145847400405138,14.62,21.61,0.6296296296296333,2388.07,9054.42,1.3,0.25000000000000355,521.97,2388.09,8133.95,8.3951,0.03,391,2388,100.0,38.84,23.3085,0,🔥 High Temperature - Reduce Load,Medium Risk,192,120,False,0
1,73,-0.0012,-0.0002,100.0,518.67,0.3253012048192545,0.4578155657292342,0.2646860229574628,14.62,21.61,0.6489533011272073,2388.03,9049.64,1.3,0.26190476190476275,522.04,2388.1,8129.85,8.404,0.03,391,2388,100.0,39.03,23.3975,0,🔥 High Temperature - Reduce Load,Medium Risk,192,119,False,0
1,74,0.0027,0.0001,100.0,518.67,0.5271084337349521,0.2967080880750004,0.3246117488183664,14.62,21.61,0.6731078904991961,2388.07,9045.85,1.3,0.4345238095238102,522.25,2387.97,8132.67,8.4135,0.03,392,2388,100.0,38.8,23.382,0,🔥 High Temperature - Reduce Load,Medium Risk,192,118,False,0
1,75,0.0009,-0.0004,100.0,518.67,0.2259036144578488,0.2459123610202738,0.21218771100607725,14.62,21.61,0.6038647342995205,2388.07,9042.32,1.3,0.2202380952380949,521.77,2388.11,8130.13,8.4621,0.03,392,2388,100.0,38.89,23.3521,0,🔥 High Temperature - Reduce Load,Medium Risk,192,117,False,0
1,76,-0.0015,0.0002,100.0,518.67,0.3012048192771033,0.39611946806191867,0.28173531397704465,14.62,21.61,0.6135265700483075,2388.02,9056.55,1.3,0.3511904761904745,521.58,2388.03,8136.44,8.3996,0.03,390,2388,100.0,39.02,23.4428,0,🔥 High Temperature - Reduce Load,Medium Risk,192,116,False,0
1,77,0.0022,0.0004,100.0,518.67,0.4036144578313099,0.33267931109657667,0.31600270087778526,14.62,21.61,0.7665056360708604,2388.06,9046.44,1.3,0.33333333333333215,521.6,2388.08,8135.25,8.453,0.03,393,2388,100.0,38.99,23.275,0,🔥 High Temperature - Reduce Load,Medium Risk,192,115,False,0
1,78,0.004,0.0002,100.0,518.67,0.23493975903613773,0.2119032047089604,0.36883862255232813,14.62,21.61,0.5829307568438082,2388.08,9042.37,1.3,0.32738095238095255,522.28,2388.16,8133.91,8.3793,0.03,392,2388,100.0,38.88,23.3486,0,🔥 High Temperature - Reduce Load,Medium Risk,192,114,False,0
1,79,0.0022,-0.0002,100.0,518.67,0.27409638554217963,0.24896446479180412,0.3659689399054713,14.62,21.61,0.6312399355877574,2388.04,9047.86,1.3,0.29761904761904745,521.85,2388.13,8135.4,8.4132,0.03,394,2388,100.0,38.9,23.3121,0,🔥 High Temperature - Reduce Load,Medium Risk,192,113,False,0
1,80,-0.0002,-0.0004,100.0,518.67,0.21987951807230388,0.45607150643122196,0.19125590817015237,14.62,21.61,0.6537842190016079,2388.06,9043.67,1.3,0.4702380952380949,521.52,2388.1,8134.66,8.4235,0.03,392,2388,100.0,38.89,23.3613,0,🔥 High Temperature - Reduce Load,Medium Risk,192,112,False,0
1,81,-0.0018,-0.0004,100.0,518.67,0.45783132530121406,0.3004142140832826,0.3340648210668462,14.62,21.61,0.6489533011272073,2388.1,9045.31,1.3,0.3452380952380949,521.66,2388.05,8128.87,8.4247,0.03,392,2388,100.0,38.77,23.373,0,🔥 High Temperature - Reduce Load,Medium Risk,192,111,False,0
1,82,-0.0012,0.0001,100.0,518.67,0.24999999999997158,0.39306736429038835,0.28561782579338413,14.62,21.61,0.6972624798711706,2388.1,9048.22,1.3,0.23809523809523725,521.95,2388.03,8134.04,8.3986,0.03,393,2388,100.0,38.89,23.2713,0,🔥 High Temperature - Reduce Load,Medium Risk,192,110,False,0
1,83,0.0004,0.0005,100.0,518.67,0.4367469879518069,0.3708306082406807,0.40732613099257264,14.62,21.61,0.5861513687600706,2388.08,9049.08,1.3,0.2202380952380949,521.93,2388.05,8131.32,8.4128,0.03,391,2388,100.0,38.8,23.3274,0,🔥 High Temperature - Reduce Load,Medium Risk,192,109,False,0
